text,label
انا لست شخصا سيئا انا ش ٓ خص طيب حدثت له امور سيئةة,['sadness']
طرقت الباب حتي كل متني فلما كل متني كلمتني ..... ???,['neutral']
👇😮😮 انتشر مرض غامض في اثيوبيا قبل ايام ، يحول عيون مرضاه الى اللون الأصفر قبل موتهم ، و يتسبب في نزيف من الأنف والفم ، وتورم اجسادهم قبل ان يسقط المريض ميتا جراء الإصابة به ، السبب غير معروف لكن يعتقدوا ب سبب مخلفات كيميائية,['fear']
الحمدلله الى الان كل المقاطع الي انتشرت له شي مشرف و لا ف يها شي يفشل و هذا المهم # سنابات _ عبدالله _ بن _ جليغم,['acceptance']
لدي اب مثل نور الله حين يأتي .,['acceptance']
علبة الرويال ب 22 شيكل الله يفضح عرضهم ?,['anger']
ليش اكو فئه من العرب يتصورون !!! ان من اتحط ايدك ب ايد اسرائيل ( الكيان الصهيوني الغاصب ) راح تستقر و تخلص 🧐 # التطبيع _ خيانة,"['surprise', 'disgust']"
# ورد _ الان | وزير الطاقة الروسي : لا نصوغ استراتيجيتنا وفقا ل لتحركات الأمريكية وزير الطاقة الروسي يتوقع ان يبلغ انتاج البلاد النفطي في 2019 ما يتراوح بين 556-558 مليون طن,['neutral']
1🌹 جاهزة للتبادل 2🌹# تبادل _ رتويت 5/5 3🌹 من # مفضلتي 4🌹 اعطيني ( تم ) ➎🌹 حقك محفوظ لو تأخرت ... # استغفر _ الله _ العظيم _ و اتوب _ اليه,['acceptance']
كل عام و انتم الى الله اقرب ... و تقبل الله طاعتكم ..,['acceptance']
في بعض الأسر بنجد يكون تكاليف حفلة الملكة و حفلة الشبكة و حفلة زواج الحريم على البنت و اهلها يعني شغل مصاريا وأشوام .. و كل هالخساير خاطر عيون ام الزوج واخواته عشان يشوفون ولدهم .. و ل هم وجه يمنون ب المهر # ظلم _ بنات _ قبيله _ ال _ سلمه _ بلقرن,"['anger', 'disgust']"
جام جم انلا كيفيت ب الاتر ، شهريه بيشتر :,['neutral']
رئيس البرلمان الإيراني : على ترامب ادراك ان الإيرانيين يصبحون اكثر اتحادا ان تعرضوا ل لتنمر,"['anger', 'disgust']"
لا تنتظر الدليل صدق احساسك,"['anticipation', 'acceptance']"
ترى تعبت كثير و قعدت اقرى كتلوجات عشان وصلت ل لشكل هذا :,"['acceptance', 'sadness']"
غيرك عدم يا عيون العازمي :(,"['love', 'acceptance']"
فخر كل السعودين فخر كل العرب طموح لا يتوقف راويه مستقبليه الله ينفع بك,['acceptance']
تعلم ان تعطي بدون اي سبب,['acceptance']
"اتمنى من الله ان يتولى الذين يسرقون بهجة الاخرين سواء ب كلمة او نظرة او موقف او اي شيء يجعل المرء حزين ومهزول الى هذا الحد . uly 02, 2019 at 05:15","['acceptance', 'sadness']"
الي مستغرب ليه شاو اساسي علي ويليامز دة عشان انا جبت ويليامز في الفنتازي بس 🙄,['joy']
بس لو اعرف انا صاحية ليه !,['surprise']
يبدو انه كان يخاطب عقول من الفئه الشعريه ل هذا لم يعرفوا تعريف الزهد ، ان كان كما يقول يأخذ الزهد فقط من ابن عثيمين ، اذا لتأخذ كل فعل من الرسول لأنه في ذلك الوقت يصبح الشخص مستشرف ف لا يقبل الكلام ، عقول واهيه و لكن الأخ يغار كيف ل كم ان تسبوا حبيبه الشاعر ف هو معصوم و صادق,['disgust']
تو وصلني مسج غبي :] : هلا ياسمين انا ياسمين هه تعرفون حسيت انه انا ارسلت ل نفسي لوهلة بعدين استوعبت ان عندي صديقة نفس اسمي :],"['joy', 'acceptance']"
معمريش طولت مع حد في نقاش ديمه ننهي ف يه ب اها مزبوط انت صح ناقصني نفاخ رأس ودراه كبد انا,['disgust']
المشكلة الأكبر اذا استخدمتها انت ب ما يرضي الاخر لا ب ما يعبر عنك و هذي نشوفها بأكثر من فلم سعودي خرج للعالم زي وجدة و بلال و غيره ( ما شفت هالأفلام لكن كل من شافها علق على هذي النقطة ),['disgust']
ارضعته ثويبة مولاة ابي لهب اياما ، ثم استرضع له في بني سعد ، فأرضعته حليمة السعدية ، وأقام عندها في بني سعد نحوا من اربع سنين ، وشق عن فؤاده هناك ، واستخرج منه حظ النفس والشيطان ، فردته حليمة الى امه اثر ذلك . # نشر _ سيرته #ﷺ,['acceptance']
قلت المواضيع اللي نتاقشها ؟!! انا مع فتح محطات البنزين والصيدليات فقط فقط الباقي يتقفل و من غير نقاش # اقفال _ المحلات _ وقت _ الصلاه .,['acceptance']
الا ان الإصدارات المختلفة من الدين الأفريقي حصلت في الحقيقة على القواسم المشتركة التالية,['neutral']
رد : ربط smf مع برمجيات اخرى : مقتبس من : في الأمس في 09:19:23 pm لأن النظام كله مبني على لا ننسى تأكيد ان ال ...,['neutral']
ترا تعبنا نفس الذبه من عام جدي وأنتو تعيدونها فهمنا ان كل شي طز عندكم يافله,"['anger', 'disgust']"
اسمع من الشوق .. اخخ ع الفن,['acceptance']
طب لو راجل ابقي سيطر واعملها,['neutral']
"صح عليك :) ,, بس المصيبة الأحاديث اللي مرسلها ضعيفة ... و يحلفني !!!","['anger', 'disgust']"
بس ازاي مفيش و لا شخص لاحظ غيابي كده هو انا شجرة ؟,['sadness']
مصدر التهوية في قسم المسالك,['neutral']
الف مرا عقوبات و لا مرا الله يرحمو . # لبنان _ منكوب # جبران _ سمسار _ الجمهورية # جبران _ باسيل # لبنان,['disgust']
اصبحنا و اصبح الملك ل الله ،، غايبة و لأول مرة عن الدوام ،، لو كنا نسوق كان ما غبت = [ ،،,['sadness']
افتحى يا بنتى الدواء اللى ف يه سم قاتل خلينا نخلص,"['anger', 'disgust']"
القسم الثاني من مقاله الأستاذ عبدالله بن بخيت,['neutral']
الدين عزلة عن الحرام ، لا عن الحياة ! # العمري # لا _ لإعدام _ العلماء,['anticipation']
عليك ان تتعايش مع فكرة انك قابل للترك وقابل للنسيان في كل مرة تظن انك ثمين لدى احدهم .,['anticipation']
شو يعني اسمك ؟ اول مره ب حياتي ب سمع ف يه ? — شو اول مره بتسمعي فيو اسمي عيسى,['surprise']
هل تعلمون ان رؤية منشوراتي ... تساعد على تنشيط القلب 💔 و الله شكلكم لا تعلموون 🙈😎😂😂 حطولي قلوب نفسيه زفت 😪 . 👑 😍😘 #😂😂😂😂😂😂😂🐼🍯👑,['joy']
ب المشغل من العصر و ما خلصت و النت ززفت وصدعت ابي قهوه ?,['sadness']
# وين _ ايقاف _ الفرج _ يا لانضباط هنا الإجابة,['neutral']
لا تسمح لأحد ان يقلل من شأن شي يخصك ، حتى في اصغر تفاصيلك اجعل كل ما يخصك عظيم .. # صباح _ الخير,"['anticipation', 'acceptance']"
اة و الله تكون لسة مكلمة عليها مع صاحبتها وتشوفها تاخدها ب الحضن,"['surprise', 'disgust']"
# عبارة _ تحبها ( ما هان علي ) يا لسحر هذه الكلمة في جبر الخواطر ، ما هان علي زعلك _ ما هان علي بكاؤك _ ما هان علي طلبك _ ما هان علي اتركك . تشعر انها تحمل كل مشاعرك الداخلية وتقدمها ب كل حب ل غيرك .,['acceptance']
خايفه انام و يصير لي زي امس,"['sadness', 'fear']"
و انت تشوف الناس تسولف على الايفونات الجديده و انت لك خمس سنين على الايفون 6,['sadness']
من عجز عن قيام السحر ف لا ينبغي ان يعجز عن الاستغفار ف يه ( والمستغفرين ب الأسحار ) الشيخ عبدالعزيز …,"['anticipation', 'acceptance']"
- هناك طريقتان للسفر ، اما ان تحصل على تذكره .. او كتاب دمجي اليوم للإثنين يعني السفر في السفر 😍، # متعة ❤️,['acceptance']
نعم جسد الحمار اقوى من جسد الرجل ، وجسد الرجل اقوى من جسد المرأة ، و يمكن للمرأة الحمل ولايمكن للرجل ، فالنقص حاصل ل كل المخلوقات . فرضي الحمار واستوعب ورضي الرجال واستوعبوا ولم ترضى النسوية ولم تستوعب لأن نرجسيتها فوق كل اعتبار ولاتريد ان تسمع كلمة نقص و لو كانت حقيقة لاتقبل الجدل .,['disgust']
فقط في بلادنا العربية دقيقة = ساعة حينما تتوجه لجهة حكومية لإ نهاء معاملتك فتجد نفسك ضمن طابور طويل لاستلامها في حين ان اتمام استخراج تلك المعاملة لا يستغرق سوى ثلاث دقائق و ربما يسوء حظك بعد الانتظار الطويل فتجد خطأ في معاملتك فتعيد الوقوف ضمن طابور الانتظار في اليوم التالي,"['anger', 'disgust']"
يسر ادارة قروب # هاوي _ الدعم 🔱💎🔱💎🔱💎🔱💎 دعوتكم لفقرة كرسي الإعتراف 💺 # يوم _ الاثنين الساعة 9 مساء 🕙 و سيكون ضيفه الشرف النجمه المتالقه ⚜️ # شؤاطى 😍 ⚜️⭐️⚜️⭐️⚜️⭐️ حضوركم يسعدنا وياهلا ف يكم و اي سؤال من الاعضاء يرسل خاص ل # مشرفتنا 👍🏻🌹 💖# الأميره 💖,['acceptance']
. هل انتصرت ؟ تقريبا كيف ذلك ؟! بت اتألم دون ان الفت انتباه احد ... .,['sadness']
شو طلع ب عدين من الجلسه ؟ بطلت ميز اهميه كلام اي متحدث ب موضوع ادلب ?,"['sadness', 'anger']"
خلني مابين ضلعينك ابات واحتفظ بي لا تبادلني بأحد,"['love', 'acceptance']"
مسيحي وقصير هاعديهالك ... بس ساداتي ؟؟؟ حرام عليك ... مش ل ل درجة دي يعني,"['sadness', 'disgust']"
واضح غاثتنا كلنا # iyaheyazSk هه 😂😂😂😂,"['joy', 'disgust']"
والنبو والنبى ما تروحعاوز افرح,"['joy', 'acceptance']"
ينظر ابني ( عباس ) الى ذاك المشهد و تشهد طفولته على حطام بعد دمار و انهيار ... . ل نا امل يا امي . ان كان العدو من فعلها سيكون الرد قاسيا # ف ان _ حزب _ الله _ هم _ الغالبون,"['sadness', 'disgust']"
عيون الناس تحسد كل حبيبين يردون ابتعد عنك واعوفك و اذا انت جرح ما اريدك تطيب اروف بصفك و لا ما اعوفك من احضنك احضن الدنيا بيديا حبيب وغاليه عيونك عليا ب سرعه الوقت صاير يخلص وياه هوا انت و اذا رحت اختنقنا,"['love', 'sadness']"
قال ابوالدرداء - عليه رضوان الله - ان اخوف ما اخاف على نفسي ان يقال لي : يا عويمر هل علمت ؟ فأقول : نعم ، فيقال لي : ف ماذا عملت ف يما علمت ؟ اقتضاء العلم العمل 42,['neutral']
الحمدالله فقدت الكثير او لازلت ابتسم,['acceptance']
شكرا ل كم و كتب الله اجر كل من ساهم في ذلك .,['acceptance']
ب سم الله وش هالفجعه ذي يا سعيد و هو حاصل له موقف قبل و عشان كذا خايف بقووه 😭😭😭 # سنابات _ عبدالله _ بن _ جليغم,"['surprise', 'disgust']"
هاذاك لي جابوه في اليتيمة على اساس انه من شباب # الحراك _ الشعبي و يثمن مساعي الجيش,['neutral']
لك تضربوا عالتخلف والجهل عيب هالبهدلة,"['anger', 'disgust']"
# مطلب _ السادس _ رتبه _ خبير 2 منا من اللائحة الجديدة وقوع ضرر جسيم على اصحاب المستوى السادس . ننتظر من وزارتنا الموقرة الإيضاح ان كنا مخطئين ، او اعلان بدأ المعالجة ان كنا مصيبين .,['acceptance']
رقعة الاحتجاجات السودانية تتسع .. مواجهات ضارية بين الجموع وقوات الأمن في بعض الولايات تخللها عمليات اعتقال,['neutral']
اعضاء من حماس يدعون لإنهاء الوضع بغزة وتسليم الأسلحة,['neutral']
ودي ادرس الحاله النفسيه ل ل بنت اللي تركب رموش وعدسات وتحط مكياج وتلبس كعب فالسوق,['surprise']
من يتطوع لمساعدتي في خدمة هل تعلم ?,['neutral']
ازرق ابيض سماوي - - - - - - - - - - # اربح _ كاش _ مع _ البسام,['acceptance']
تتقلب الايام وتتقلب معها المواجع والافكار,['sadness']
موضوع جديد : ساعدوني يا عالم,['neutral']
# يوم _ الجمعه اكثروا من الصلاة على النبي فى يوم الجمعة و لا تنسوا قراءة سورة الكهف 💙,['anticipation']
انتو ما تبقون ويه احد و الحب عدكم مجرد تقضيه وقت 😏,['disgust']
غداء + فيلم انمي فجأه حملته بدون سابق معرفه = ),['neutral']
# iran # iranelection تيغ حملات الف اين بار به سمت حاميان ولايت :,['neutral']
ب مجرد ماتكون انت البديل ب حياة شخص انسحب .,['anticipation']
# يناير اجمل الشهور !! يحكى انه فتاة مثل فلقة القمر ولدت في مثل هذا اليوم وفي ليلة بارده 😻🎊 .. في مثل هذا اليوم تحكي المواعيد كبرت سنة وكبرت معي امنياتي ربي اني لا اعلم خفايا عامي الجديد و لكني اثق بأن الأقدار دائما خير 💘,['acceptance']
احبك مووت ياقليلة الأدب :(,"['love', 'acceptance']"
ثانيا عندو الحق لأنو اذا الشعب يوما اراد الحياة ف لا بد ان يستجيب القدر و قتلي المجتمع يولي مؤمن بمبدأ ما و بجدية ، تجي النتائج,['acceptance']
اروح ف يها على الجلسه هذا اللي فاهم الحياه .,['acceptance']
لن اخشى ندوبك ، اعرف ، انه احيانا يصعب عليك ان تدعني اراك ب كامل تصدعك لكن تأكد ، في الأيام التي تحترق ف يها اكثر من شمس او الليالي التي تنهار ف يها على حجري وجسدك مفكك في الف سؤال انت اجمل ما رأيت ابدا ، سأحبك و انت يوم هادىء و احبك و انت اعصار .,['love']
عندي مشكله مع اي احد يستعمل ايموجيات القردة,['disgust']
اكتشفت ان اعدائي اشياء غير الإنسان انا عدوي الأرق و التفكير و ما الى ذلك ...,"['anger', 'disgust']"
حلوة الصورة لكن هل جربتي توسعي فتحة العدسة اكثر ب حيث يكون الفوكس على قطعة وحدة ؟ او تضيقينها ب حيث تكون كلها شارب ؟,['acceptance']
يا جدعان البوستات اللي بنزلها مبيبقاش قصدي ع حد معين اقسم ب الله عشان ف ناس افتگرت اني قصدي عليهم انا ...,['anticipation']
يعني انت خالد بن عبد الرحمن بن عيسى رئيس الديوان الملكي السابق 🧐,['surprise']
مين قال سمحت لك انت حمار ، و الا تضحك ع نفسك مين قالك يا اخي ما اطيقك,"['anger', 'disgust']"
تصبحو على خير ..... سأنام نوم حتى الثمالة,['acceptance']
المول بيتم اخلائه حسب رؤية عسان و كذلك الجراج و الفندق,['neutral']
ان الله يسعده ويزوجه,"['joy', 'acceptance']"
بعيدا عن النفط والاقتصاد .. اعضاء منظمة اوبك المجتمعون في فيينا .. يحتفلون بعيد ميلاد وزير الطاقة الإماراتي سهيل المزروعي,"['joy', 'surprise']"
يلا خبر | مدرب الأرجنتين : اللاعبين يحلمون بلقب كوبا امريكا من اجل ميسي,['neutral']
بصى انا معلقه معايه موسيقى مسلسل انا عشقت هتعجبك على فكرة,['acceptance']
اجليها شوي يعني ساعة و الا ساعتين علشان عندي اجتماع مع اصدقاء لي,['neutral']
و لو غيره الف ... الشعور اللي ب قلبي له ماهو لثاني ..,"['love', 'acceptance']"
ب اختصار مملكة ال سلول : ملك مهبول ولي عهد مسطول مجلس وزراء مفصول جهاز استخباراتي مخبول فريق من المستشارين معلول اعلام يحتاج الى ديتول مجلس علمائي مصاب بالكولستيرول شعب حياته تعتمد على المحمول قضاء مشلول جيش مخلول وأميركا تديرهم جميعا بالريموت كونترول,['disgust']
ذهبت جماعة من اصحابنا الى انه لا يكفر احد بذنب الا تارك الصلاة حتى يخرج وقتها ، ف انه يكفر ب ذلك ، وممن قال ب ذلك : احمد بن حنبل ، وإسحاق بن راهويه ، و ابن المبارك ، و غيرهم . 📚 الأصول والفروع | ل ابن حزم ص 257,['neutral']
حسبى الله و نعم الوكيل,['acceptance']
بغض النظر عن الفرص الكتير اللى بيضيعها ازارو . بس فى الاخر بيفنش و يجيب اجووال ب عكس مروان . بيلعبها بالستر,"['anticipation', 'acceptance']"
ما جعتكش يا ابو لمونه علشان ب رضاك يا ابو دودا,['acceptance']
مع او ضد : المكان اللي يضايقك اتركه ، حتى لو كنت تحبه ؟ مع ذكر السبب كان ودكم,['anticipation']
لا تختلس النظرات من ثقب المفتاح اذا اغلق الباب فى وجهك .. اما ان تحطم الباب او تنصرف,"['anticipation', 'acceptance']"
تململ الساقين مرتبط بمشاكل ب القلب,['neutral']
مؤتمر الرعاية الصحية والتمريض من 2 3 - 2 4 اكتوبر 2 0 1 9 فندق هوليداي ان القصر .. الرياض يبحث المؤتمر التمريض الرعاية الصحية الأولية التغذية السكري والسمنة طب الاسرة والطب الوقائي الجانب الطبي الجانب النفسي الجانب الاجتماعي و غيرها من الموضوعات ل ل تسجيل : 0569141312,['neutral']
ل ل مجلس العسكري اختصروا العملية وتنازلوا ل مصلحة البلد وأتفقوا بينكم و يكفي لن يحرص على البلد مثل اهله و جميع التدخلات الخارجية اذا كنتم تعتقدوا انها من اجل الحلول ف هذا غير صحيح .. لأن نهضة السودان تهدد اقتصادهم ومصالحهم .. شغل مخك انت وأياه .. اليس ف يكم ادمي رشيد ؟!,['disgust']
لقطة مهارية جميلة من احد لاعبي كرة السلة الشباب بالنادي . 🙀,['acceptance']
اعانكم الله .. هل نجد حماية عاجلة ل حقوق لصغار المزارعين,['neutral']
استمتعوا بتخفيضات نهاية السنة . اطلب الان عبر زيارة الرابط : و لا تنسوا تتابعونا ل مزيد من عروض # نهاية _ العام ??,['neutral']
تركيا تعتقل 120 شخصا في حملة واسعة ضد شبكة القاعدة |,['neutral']
مدري وش اللي حدني له ومريت ذاك الحساب اللي يجدد جروحي كنت ... اتجنب جيته كل ماجيت و اليوم مريته .... وسجلت بوحي,['sadness']
قلوبنا ودعاءنا معكم يانجاح,['acceptance']
# فيديو : عدد من مرتكبي الجرائم والمخالفين في قبضة رجال الأمن ب مختلف انحاء # المملكة # تم _ القبض,['neutral']
# نوال _ الكويتية قد مارحت و رجعت و رحت ثاني ل لغياب .. قد مامنك زعلت ما بقى عندي عتاب,['sadness']
اذا كاني قاعده اسمع صوته من امس فوق 100 مره ف هو قليل,"['love', 'acceptance']"
وظائف الإئمة والمؤذنين والمستخدمين والمراقبين التي تخص الجوامع والمساجد نأمل ان تحول لوظائف رسمية بمراتب متنوعة حسب الفئات التي تحددها الوزارة ؛ حتى نضمن حسن الأداء وتوفير الوظائف لأبنائنا وتقليل البطالة وسهولة المتابعة .,['acceptance']
اه من الخجل اللي ما يخليك تلتفت,['sadness']
اليوم العالمي ل كلمة احبك ومعقوله ما جتني من احد !!,"['surprise', 'sadness']"
هنا كل شخص يعزف سيفونية حبه بموسيقى حزينه,['sadness']
و الله لو بنتها ايش مسويه عشان يكون قلبها حجر كذا !!! اقسم بالله عيب انها تتسمى بالام حتى انا للحين مصدومه !,"['surprise', 'disgust']"
يا الهي كم انت وحيد في مدينة الأشباح التي تتحول يوما بعد يوم الى مدينة تلنحاس !!,"['sadness', 'disgust']"
لما تشوف سقف الباص طاير اعرف ان العمليه # لحماس ???? 0 # دحلان سمعني صياحك,"['joy', 'disgust']"
على كده بقى لما ام كلثوم تغني انت الحب كله ده حرام ل ان حبنا ل الله ولرسوله ( ص ) اكبر من اي حب لحد تاني !! ايه النظره الضيقه الغريبه دي ! ربنا رب قلوب ماتدخلش تحكم بإيه حلال وحرام و على المشاع انت مش مفتي و لا جهه رقابيه قول عمل وحش او حلو,"['surprise', 'disgust']"
و لا واحد منهم داخل التشكيلة اليوم لا اساسي و لا احتياط .,['neutral']
صباح الخير ... طب و هو الخير هييجي منين ؟؟!,"['acceptance', 'sadness']"
انا ذلك الشخص ، اللذي عاش سنين و هو يركض خلف اللاشيء .,['sadness']
ممكن رقم موبايلك و العنوان لو امكن ؟ — هيمكن اززاي طيب … .,['acceptance']
خسرت نسما عميل واحد ؟ شكلك تشتغل ف يها يا يوسف هه,['joy']
في # مومباي ، اكبر المدن الهندية (19 مليون نسمة )، وجد مدير شرطة المرور حل لمشكلة ازعاج ابواق السيارات ، وابتكر جهاز يعيد ثواني الانتظار عند الإشارة من البداية في حال انطلاق بوق من هنا او هناك ! ف اصبح الانتظار عند الإشارة هادىء ( و لا نفس 😷) بل اصبح السائقين ينهرون بعض ل منع البواري 👇🏼,['acceptance']
كل عام و انت ب خير هاهاهاهاهه ما ف يه امل,"['joy', 'acceptance']"
# رتويت # رشح # محمد العرب ل ل فوز في # قمه رواد التواصل الاجتماعي العرب الرابط او,['acceptance']
انا حمارة يلي بشاركهم اشي,"['anger', 'disgust']"
حاضر يا خالتو ما عاد حجيب سيرة الموضوع هذا ابدا ابدا,['acceptance']
يعني القاعات توزعت والطلاب الحريصة دتدرس ليش تخيلهم بأمل وقلق,['disgust']
# بنت _ الصيخان الشبه كبير بينهم 🥴 بديت اشك ان طارق العلي مخطوف و ابوه الصدقي عبادي و الخاطفة برضوه الحاضنة ( مريم ),['surprise']
لديك عائلة تحبك .. عدد قليل من الأصدقاء الجيدين .. طعام متوفر متى ماجعت .. وسقف فوق رأسك .. اذا انت اغنى مما تعتقد .. فاحمد الله على كل حال,['acceptance']
ليست المطالبة بثورة .. !! و لكنها معركة تحرير وطن مختطف . # مش _ عايزينك _ يا _ سيسي _ وهنخلعك,"['anticipation', 'sadness']"
قوللي حاجه حلوه قبل ما انام ياما مش هدخل كويز بكرا,['joy']
# عتق _ رقبه _ عبدالعزيز _ المالكي سبحان الله - و الحمد ل الله و لا اله الا الله - و الله اكبر سبحان الله و ب حمده سبحان الله العظيم استغفر …,['acceptance']
مرحبا بك ، ب امكانك شطب سجلك التجاري الكترونيا عبر رابط الخدمة : بعد التأكد من عدم وجود عمالة او تراخيص على السجل التجاري نسعد ب خدمتك .,['acceptance']
ل لأسف .. كل خطب الجمعة اصبحت كلام فارغ ..,"['sadness', 'disgust']"
غزة تحت القصف 💔 اللهم بردا و سلاما عليهم .. عن اي سلام تتحدثون ! و عن اي تقدم تشعرون ! و ما زال الصهاينة عليهم و على من عاونهم لعائن الله تترا يقتلون فينا ويقصفون ! اللهم رحماك ب هم و عليك ب من خذلهم . # غزة _ تحت _ القصف,"['sadness', 'disgust']"
انت من تراب والمرأة منك . # للرجال _ فقط # ادهم _ شرقاوي قلت : انت من المرأة والمرأة من نفسها .,['neutral']
حذرنا من فساد العلواني قبل ان تصل الأمور الى هذه الحالة الخطيرة # طيران _ اليمنية المهندس محمد عمر مؤمن لو تكرمت ساهم ب اعادة التغريد,['anticipation']
تجربة اجتماعية في الصين تثبت ان الأطفال نصابين بالفطرة,['neutral']
العثمانيون يحيون ليالي البوسنة في امسية موسيقية .. والمزيد في # كما _ ورد,['neutral']
انا اسعد رجل ب الدنيا .. يوم انك تحبيني !,"['love', 'acceptance']"
ا انا اجاوبك ب كل صراحة ب كل سهولة من حط المصريين على الكروت الحضور والانصراف و ل هذا يتعمد فنش الكويتي في عندنا شي اسمه اذن اتأخر ساعة ساعتين عندي ظروف عندي مدارس موجودة هذي في القانون يسمح لك تتأخر الساعة هذي ناس تصطاد بالماء العكرة غلطة الشاطر بعشرة,"['anticipation', 'disgust']"
# كيف نسعد بحياتنا الزوجيه نطالب هند الحربي ب الخلطه السريه الله يهديك ياهند ليش تعذيين قلب الرجال كذا ??,['acceptance']
⭕# دعم _ رمزي جمال وأناقه ب معنى الگلمه,['acceptance']
انا اسفة انا اسفة .. انا اسفة !!!🙀,['sadness']
ما لم نفتح ل ل حب نوافذنا .. ف سوف نظل نباتات شوكيه لا تورق و لا تزهر .. وتظل قلوبنا قارات من الملح .. لا يخرج منها اي غصن اخضر !!--( يوسف السباعي ),['acceptance']
تكمله للجلد هذا 😂😂 # معتز _ يجلد _ شعيب هه,"['joy', 'acceptance']"
ل اني بندمان ( ن ) على كل ما فات اخذت من حلو الزمان وردية هذه حياتي عشتها كيف ما جات اخذ من ايامي وأرد العطية خالد الفيصل ..,['acceptance']
و لأن ابتسامة اكتر من 2 مليون و نصف متابع في الوطن العربي و مصر تهمنا ❤ عيادات # دكتور _ نور _ الدين _ مصطفى تقدم خصم 20% على اول 100 حالة هوليوود سمايل وزراعة اسنان ل فترة محدودة استعمل كود 20 للحجز والحصول على الخصم # تجميل _ الأسنان # زراعة _ الأسنان للتواصل : 002010064388 0020102443800,"['anticipation', 'acceptance']"
استأدنكم الأن يا جماعة الخير سوف اذهب لأعداد الغداء ، في امان الله,"['joy', 'acceptance']"
كنتي مثل : حزن اختفى دهر وطرى . كل اللي حولي لاحظوا اني حزين .. معقوله قلبك ما درى . ؟✨😴 . # هيبه _ مشاعر # بوح _ اخر _ الليل # منتصف _ الليل,['sadness']
يجب ان يعتبر كل سياسي و اي موظف عام منتخب ان هناك فرقا بين شخصه الذي يجب ان نحترمه وسياسته التي يمكن ان ننتقدها,['anticipation']
# القبعات _ الزرقاء _ تقمع _ الاحرار كيف لك ان تشعر بأني قد اتعمد ايذائك يوما ، و انا الذي حتى في لحظات صمتنا ، ل طالما كنت خائفا ان تجرحك الظنون ؟ .,"['love', 'fear']"
منذ سنوات و انا اسمع العديد من الاصوات و هى تنادى برئيس وزراء شعبى وسؤالى هو : و لماذا ليس رئيسة وزراء شعبية ؟ هل المرأة الكويتية ناقصة خبرة سياسية وادارة ؟,['surprise']
# الخميس _ الونيس اطلق صباح,['acceptance']
احيانا يجب ان تعتذر ل نفسك عن سوء اختيارك ل بعض الأشخاص ..,"['anticipation', 'disgust']"
الدكتور عطيف يوجه بحشد الإمكانات لمساندة تعليم العارضة » صحيفة الركوبة الأخبارية … .,['neutral']
ابو علي ... شنو تعليقك على الكربولي : يقول اذا ما اعطونا الوزارات سوف ننظم للمتظاهرين 🤔 ماشفت منك نقد او تحليل للكرد والسنه على موقفهم ..... و خصوصا هم على الجاهز راح يستلمون الوزارات لامظاهرات و لا حرق و لا احد سمعته صاح بأسمأهم بساحات التظاهر 🤔,"['surprise', 'disgust']"
ستحاسبون امام الله يا من تدلسون على الناس ،، # التطبيع _ خيانة,"['anticipation', 'disgust']"
و الله انى ماغلطنا ولاتعدينا الحدود ؟ يوم بعض الناس يريمينا ب حصاه ؟ لاكن ان صدورنا كبر السدود ؟ ولانواخذ كل مبصر في عماه ؟؟ .,['acceptance']
وين اللي قال ياغيز خاين ومستغل الفرص وحقيرر يلا اطلعوا وبانو واعتذروا ل لضعيف اهو سحب نفسو عشان صنان # aziletanmvezlar Çaglarrtugrul #,"['anger', 'disgust']"
لا هذي بعصة مو مسكة ?,"['anger', 'disgust']"
وصول 30 مراقبا فرنسيا لتبليسي ورايس تلتقي لافروف : وصل الى تبليسي ثلاثون مراقبا فرنسيا من بعثة الاتحاد الأوروبي التي ستبدأ مهمتها ..,['neutral']
احد انوع الاوجاع انك تحمل هاتفك الف مره للاتصال ب شخص تشتاق له ويمنعك كبريائك 🔕,['sadness']
ايش اكتر حاجه صدمتك في المتحف و كمان مين هيا / هوا اللي عرفتيه / ا بعد الشغل — انسى اللي فات حمدلله ، مين هي او مين هوا كلهم مبسوطة اني عرفتهم و ف يهم الخير و البركة ❤️❤️,['acceptance']
و عليكم السلام يمكنك الحصول على بطاقة المتقاعد من خلال تطبيق المؤسسة العامة ل لتقاعد او زيارة اقرب فرع ل لمؤسسة مصطحبا : 1- صورة شخصية (4*6) 2- اصل الهوية الوطنية ولمعرفة اقرب فرع لك نأمل زيارة الرابط التالي : نسعد ب خدمتك,['acceptance']
حق الجمال عليك ان تزهو به ماجئت حلوا هكذا لتعاني ؟,"['anticipation', 'acceptance']"
و تبقى حبيب الله ب اذن الله .. و كلنا نبقى احباب الله,['acceptance']
يا نار كوني بردا و سلاما على غزة و اهلها 💔❤️ # غزة _ تحت _ القصف,"['acceptance', 'sadness']"
سبب تعنيف و قمع المتظاهرين اليوم على حسب ظني و الله اعلم,['neutral']
عملاق الترجمة و القاموس الأضخم عالميا abylon في احدث اصدارته : السلام عليكم و رحمة الله و بركاته اعضاء هذا المن,['acceptance']
يبدو ان بعض الأحزان لا تتناسل الا في مواطنها الأصلية,['neutral']
حفاظا على الحالة الصحية لقاصدي المسجد الحرام والمسجد النبوي ( كما جاء في البيان ) ان دخل احد و هو مصاب بين الحشود فستتفاقم المسألة .. هذا ينقل ل هذا و هذا ينقل ل هذا .. وسرا الليل,['anticipation']
